StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,A0,A1,A1_DO,A2,A2_DO,A3,A4,A4_DO,A5a,A5a_4_TEXT,A5a_DO,A6a,B1,B2,B2_3_TEXT,B2_DO,B3,B3_5_TEXT,B3_DO,B4,B4_4_TEXT,B4d,B4r,B4i,B5,B5_13_TEXT,B6,B6_11_TEXT,A7a,C3_1,C3_2,C3_3,C3_4,C3_DO,C4_1,C4_2,C4_3,C4_4,C4_DO,C5_1,C5_2,C5_3,C5_4,C5_DO,C6_1,C6_2,C6_3,C6_4,C6_DO,D1,sfOpportunityName,sfSupportType,sfCaseId,rid,pid,SUPPLIER_ID,SUPNAME,UserAgent
10/10/2022 15:21,10/10/2022 15:25,IP Address,69.161.18.194,100,221,TRUE,10/10/2022 15:25,R_2tL6pWFKVSib0p2,,,,,58.3628,-134.5294,anonymous,EN,0.800000012,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Arizona|Arkansas|Alaska|Alabama|Other,,29,Female,,Male|Female|Other|Prefer not to tell,White,,American Indian and Alaska Native|Latino or Hispanic|Asian and Pacific Islanders|Black or African American|Middle Easterners and North Africans|White|Other,Independent,,,,Closer to the Democratic Party,Bachelor's degree,,Likely,,ranked-choice voting,,,,1,Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican),4,2,3,1,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat),1,,,,Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican),1,3,2,4,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat),Ranked choice voting will allow for outsider candidates from the two party system to have a chance to have a voice in our government ,,,,63448ca7-9381-9c63-4948-3e4f8b7d6345,,861,26899817,"Mozilla/5.0 (Linux; Android 12; SM-G991U1 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5195.136 Mobile Safari/537.36"
10/10/2022 15:22,10/10/2022 15:27,IP Address,24.237.3.231,100,260,TRUE,10/10/2022 15:27,R_O21ilIPrZPFemYx,,,,,58.3628,-134.5294,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,Extremely interested,Yes,No|Yes,Alaska,,Arizona|Alaska|Alabama|Arkansas|Other,,36,Female,,Female|Male|Other|Prefer not to tell,White,,White|Black or African American|Middle Easterners and North Africans|Asian and Pacific Islanders|American Indian and Alaska Native|Latino or Hispanic|Other,Republican,,,Not very strong Republican,,High school diploma or equivalent,,Likely,,ranked-choice voting,1,2,,3,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican),1,3,4,2,Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat),4,2,3,1,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),4,2,3,1,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),"It's fine, I have no issue with it",,,,63448d19-4512-f4c6-d025-93021ff00cf8,,1052,26899817,"Mozilla/5.0 (Linux; Android 12; SM-N986U Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5195.136 Mobile Safari/537.36"
10/10/2022 15:23,10/10/2022 15:29,IP Address,216.67.116.77,100,382,TRUE,10/10/2022 15:29,R_3M9dR21VpOwKgNX,,,,,60.6164,-151.2618,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Arkansas|Arizona|Alabama|Alaska|Other,,27,Female,,Female|Male|Other|Prefer not to tell,American Indian and Alaska Native,,Asian and Pacific Islanders|Middle Easterners and North Africans|Latino or Hispanic|Black or African American|White|American Indian and Alaska Native|Other,Independent,,,,Closer to the Republican Party,High school diploma or equivalent,,Likely,,ranked-choice voting,1,3,2,,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian),1,3,2,4,Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican),4,2,3,1,Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Kelly C. Tshibaka (Registered Republican),4,2,3,1,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican),I feel like it is the more effective way to get every registered voters opinion because you are able to tell whom they would prefer more over another canidate.,,,,63448d32-74c2-660a-0f9a-65044878050d,,1156,26899817,"Mozilla/5.0 (Linux; Android 9; SM-J737A Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.5249.79 Mobile Safari/537.36"
10/10/2022 15:22,10/10/2022 15:31,IP Address,107.77.205.198,100,553,TRUE,10/10/2022 15:31,R_tFCy9uDlGzbQ86Z,,,,,47.6034,-122.3414,anonymous,EN,0.899999976,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Alaska|Arkansas|Alabama|Arizona|Other,,32,Female,,Female|Male|Other|Prefer not to tell,White,,Asian and Pacific Islanders|Latino or Hispanic|Middle Easterners and North Africans|White|Black or African American|American Indian and Alaska Native|Other,Democrat,,Not very strong Democrat,,,Associate degree,,Very likely,,ranked-choice voting,2,4,1,3,Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian),2,4,1,3,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican),2,3,1,4,Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican),2,3,1,4,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican),Umm... I'm.not sure how to explain it ,,,,63448cc9-f466-9708-5d0b-325218f2d195,,1052,26899817,"Mozilla/5.0 (Linux; Android 12; SM-A716U1 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5195.136 Mobile Safari/537.36"
10/10/2022 15:32,10/10/2022 15:46,IP Address,107.122.81.52,100,790,TRUE,10/10/2022 15:46,R_27f16JEPFgiFqnp,,,,,45.5375,-122.5989,anonymous,EN,0.699999988,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Alaska|Arizona|Alabama|Arkansas|Other,,33,Female,,Male|Female|Other|Prefer not to tell,White,,White|Middle Easterners and North Africans|Black or African American|Latino or Hispanic|American Indian and Alaska Native|Asian and Pacific Islanders|Other,Other Party,,,,Closer to the Republican Party,Some college but no degree,,Likely,,ranked-choice voting,,,1,,Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican)|Chris Bye  (Registered Libertarian),3,2,1,4,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican),,1,,,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),3,2,4,1,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat),I like it it is geared towards Alaskans,,,,63448f4d-6b42-8cd9-6f5f-e2334117631e,,861,26899817,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/18.0 Chrome/99.0.4844.88 Safari/537.36"
10/10/2022 15:40,10/10/2022 15:47,IP Address,162.142.118.1,100,410,TRUE,10/10/2022 15:47,R_2YaCEdfNwCRjlrz,,,,,59.5381,-151.2401,anonymous,EN,0.699999988,,0,0,,Yes,Yes,Yes|No,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Arkansas|Arizona|Alabama|Alaska|Other,,36,Female,,Male|Female|Other|Prefer not to tell,White,,Asian and Pacific Islanders|Middle Easterners and North Africans|Latino or Hispanic|Black or African American|American Indian and Alaska Native|White|Other,Democrat,,Not very strong Democrat,,,High school diploma or equivalent,,Likely,,ranked-choice voting,3,2,4,1,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat),3,2,4,1,Nick Begich (Registered Republican)|Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Chris Bye (Registered Libertarian),1,2,4,3,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),1,2,4,3,Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat),I think it is so easy to vote.,,,,63449109-3cf9-9460-74a3-978ad031969e,,1052,26899817,"Mozilla/5.0 (Linux; Android 11; BE2015 Build/RKQ1.201217.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5195.136 Mobile Safari/537.36"
10/10/2022 15:51,10/10/2022 15:56,IP Address,24.237.38.183,100,296,TRUE,10/10/2022 15:56,R_240fum8XyDP5z2g,,,,,64.8544,-147.8469,anonymous,EN,0.400000006,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Arizona|Alabama|Arkansas|Alaska|Other,,49,Male,,Male|Female|Other|Prefer not to tell,White,,White|Middle Easterners and North Africans|American Indian and Alaska Native|Black or African American|Asian and Pacific Islanders|Latino or Hispanic|Other,Republican,,,Not very strong Republican,,Bachelor's degree,,Very likely,,ranked-choice voting,2,,1,,Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Sarah Palin  (Registered Republican)|Nick Begich  (Registered Republican),2,3,1,4,Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Mary S. Peltola (Registered Democrat),,,,1,Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican),3,2,4,1,Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Lisa Murkowski (Registered Republican),I dislike the ranked choice system.  It adds too much complexity and confusion and can cause more problems.,,,,634493c0-62af-9fd4-0316-d199712d8243,,708,26899817,"Mozilla/5.0 (Linux; Android 12; SM-G998U Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.5249.79 Mobile Safari/537.36 TapResearch Multi Window"
10/10/2022 16:00,10/10/2022 16:04,IP Address,24.237.66.86,100,241,TRUE,10/10/2022 16:04,R_32Lnx97AngUqonU,,,,,61.0988,-149.8077,anonymous,EN,0.100000001,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Alabama|Arizona|Alaska|Arkansas|Other,,57,Female,,Female|Male|Other|Prefer not to tell,White,,Black or African American|Middle Easterners and North Africans|Asian and Pacific Islanders|American Indian and Alaska Native|Latino or Hispanic|White|Other,Independent,,,,Closer to the Republican Party,Bachelor's degree,,Very likely,,ranked-choice voting,1,,2,,Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat),1,3,2,4,Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian),,2,,1,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Patricia R. Chesbro (Registered Democrat),4,2,3,1,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican),"Undecided, it is too new and I have don't have enough information to determine how it will impact elections going forward.",,,,634495f5-6993-658b-a77d-f4f70904d17c,,1507,26899817,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36 Edg/106.0.1370.37"
10/10/2022 16:02,10/10/2022 16:07,IP Address,174.204.75.57,100,285,TRUE,10/10/2022 16:07,R_27Dp20kzNjrh71r,,,,,47.4514,-122.3437,anonymous,EN,0.800000012,,0,0,,Yes,Yes,No|Yes,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Arkansas|Alaska|Alabama|Arizona|Other,,24,Other,Transgender,Male|Female|Other|Prefer not to tell,White,,American Indian and Alaska Native|Middle Easterners and North Africans|Latino or Hispanic|Black or African American|White|Asian and Pacific Islanders|Other,Independent,,,,Closer to the Democratic Party,High school diploma or equivalent,,Unlikely,,ranked-choice voting,3,1,4,2,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican),3,1,4,2,Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat),1,2,3,4,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican),2,1,3,4,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican),I do not vote so I do not know. I’m not into politics enough to vote.,,,,6344963a-a0ff-9689-779c-03e8b1c20c20,,1052,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
10/10/2022 16:07,10/10/2022 16:11,IP Address,72.42.148.117,100,237,TRUE,10/10/2022 16:11,R_3HHpbHYJQ1FWAH4,,,,,61.2049,-149.8096,anonymous,EN,0.800000012,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,Extremely interested,Yes,No|Yes,Alaska,,Alabama|Alaska|Arkansas|Arizona|Other,,30,Male,,Male|Female|Other|Prefer not to tell,Black or African American,,White|American Indian and Alaska Native|Middle Easterners and North Africans|Black or African American|Asian and Pacific Islanders|Latino or Hispanic|Other,Democrat,,Strong Democrat,,,High school diploma or equivalent,,Very likely,,ranked-choice voting,4,2,3,1,Nick Begich  (Registered Republican)|Mary S. Peltola  (Registered Democrat)|Chris Bye  (Registered Libertarian)|Sarah Palin  (Registered Republican),3,4,2,1,Mary S. Peltola (Registered Democrat)|Sarah Palin (Registered Republican)|Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian),1,3,2,4,Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican),1,3,4,2,Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican),I feel very much good right now ,,,,63449778-110e-6f66-1d47-d12da09d71a9,,708,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
10/10/2022 16:06,10/10/2022 16:15,IP Address,66.58.168.215,100,558,TRUE,10/10/2022 16:15,R_246tUswwc4oRzbc,,,,,61.311,-149.5165,anonymous,EN,0.899999976,,0,0,,Yes,Yes,No|Yes,I understand,I understand|I do not understand,"Extremely interested,Very interested",Yes,No|Yes,Alaska,,Arkansas|Arizona|Alabama|Alaska|Other,,54,Male,,Male|Female|Other|Prefer not to tell,White,,Black or African American|Latino or Hispanic|American Indian and Alaska Native|Middle Easterners and North Africans|Asian and Pacific Islanders|White|Other,Republican,,,Strong Republican,,Associate degree,,Very likely,,ranked-choice voting,2,,1,,Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican)|Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian),2,3,1,4,Mary S. Peltola (Registered Democrat)|Chris Bye (Registered Libertarian)|Nick Begich (Registered Republican)|Sarah Palin (Registered Republican),,2,,1,Kelly C. Tshibaka (Registered Republican)|Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Buzz A. Kelley (Registered Republican),3,2,4,1,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican),Not a fan…need majority and having two from the same party will likely not be enough for all the strong Democrat voters,,,,6344975a-5829-a31a-0980-ce1070a275fd,,1352,26899817,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
10/10/2022 16:09,10/10/2022 16:16,IP Address,185.30.73.90,100,421,TRUE,10/10/2022 16:16,R_2XbQs6vSrlTf6l2,,,,,61.5883,-149.3959,anonymous,EN,0.899999976,,0,0,,Yes,Yes,Yes|No,I understand,I do not understand|I understand,"Extremely interested,Very interested",Yes,Yes|No,Alaska,,Arkansas|Alabama|Arizona|Alaska|Other,,51,Female,,Female|Male|Other|Prefer not to tell,White,,White|Black or African American|Asian and Pacific Islanders|Latino or Hispanic|American Indian and Alaska Native|Middle Easterners and North Africans|Other,Republican,,,Strong Republican,,Master's degree,,Very likely,,ranked-choice voting,2,,1,,Sarah Palin  (Registered Republican)|Chris Bye  (Registered Libertarian)|Mary S. Peltola  (Registered Democrat)|Nick Begich  (Registered Republican),2,4,1,3,Nick Begich (Registered Republican)|Chris Bye (Registered Libertarian)|Sarah Palin (Registered Republican)|Mary S. Peltola (Registered Democrat),,2,3,1,Lisa Murkowski (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Kelly C. Tshibaka (Registered Republican)|Buzz A. Kelley (Registered Republican),4,2,3,1,Buzz A. Kelley (Registered Republican)|Kelly C. Tshibaka (Registered Republican)|Patricia R. Chesbro (Registered Democrat)|Lisa Murkowski (Registered Republican),I think it is confusing for most. I understand it and it’s still challenging. Our candidate in our chose party needs to be the only vote we put down. The rest doesn’t matter. This new system is more work for volunteer employees who are working the polls and those counting votes. It’s stresses voters and will lead to less attendance on election days.,,,,634497dd-f7d4-4246-b021-dfaef9a260d7,,1451,26899817,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15"
